quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
9,58.6,118.0,3.0,3.0,4.3
9,50.0,99.0,3.0,3.0,4.9
9,50.0,99.0,3.0,3.0,4.1
9,50.0,99.0,3.0,3.0,4.1
9,61.6,125.0,4.0,3.0,4.5
9,50.1,99.0,3.0,3.0,4.3
9,51.1,115.0,4.0,3.0,4.7
9,50.0,110.0,3.0,3.0,4.5
9,56.0,56.0,3.0,2.0,2.6
9,61.0,62.0,4.0,4.0,5.0
9,70.0,158.0,5.0,4.0,6.7
9,85.0,130.0,3.0,2.0,4.5
9,130.0,130.0,2.0,2.0,7.5
9,102.0,102.0,2.0,1.0,7.3
9,88.0,139.0,2.0,3.0,9.05
9,160.0,254.0,4.0,5.0,12.0
9,65.0,65.0,3.0,3.0,4.5
9,60.0,60.0,2.0,2.0,4.45
9,50.0,110.0,4.0,3.0,4.5
9,88.0,150.0,3.0,3.0,8.6
9,149.5,230.8,4.0,3.0,22.0
9,88.0,156.0,4.0,4.0,7.0
9,52.5,120.0,4.0,3.0,4.0
9,53.7,103.9,3.0,4.0,4.3
9,90.6,160.0,3.0,2.0,5.7
9,50.0,99.0,3.0,3.0,4.5
9,80.0,80.0,5.0,6.0,4.7
9,80.0,80.0,4.0,5.0,3.9
9,69.0,64.0,3.0,3.0,5.4
9,50.0,99.0,3.0,3.0,4.1
9,60.0,120.0,3.0,3.0,1.15
9,65.0,130.0,3.0,3.0,1.25
9,71.0,71.0,4.0,3.0,2.5
9,54.0,108.0,3.0,3.0,1.139
9,60.0,120.0,3.0,3.0,0.93
9,60.0,120.0,3.0,3.0,0.98
9,60.0,120.0,3.0,3.0,0.97
9,64.0,192.0,4.0,3.0,0.98
9,64.0,192.0,3.0,3.0,0.96
9,70.0,140.0,3.0,3.0,1.06
9,63.0,126.0,3.0,3.0,0.85
9,53.0,106.0,3.0,3.0,0.87
9,57.0,114.0,3.0,3.0,0.82
9,68.0,136.0,3.0,3.0,0.76
9,64.0,128.0,3.0,3.0,0.92
9,61.0,122.0,3.0,3.0,0.97
9,63.0,126.0,3.0,3.0,0.945
9,60.0,120.0,3.0,3.0,0.84
9,64.0,128.0,3.0,3.0,0.89
9,60.0,120.0,3.0,3.0,0.79
9,58.0,116.0,3.0,3.0,0.85
9,67.0,134.0,3.0,3.0,0.69
9,54.0,108.0,3.0,3.0,0.87
9,60.0,120.0,3.0,3.0,0.88
9,68.0,136.0,3.0,3.0,1.05
9,63.0,126.0,3.0,3.0,0.84
9,58.0,116.0,3.0,3.0,0.98
9,48.0,96.0,2.0,2.0,0.88
9,56.0,112.0,2.0,2.0,0.91
9,55.0,110.0,2.0,2.0,0.91
9,61.0,122.0,2.0,2.0,0.91
9,50.0,45.0,2.0,2.0,3.6
9,63.0,126.0,3.0,3.0,1.29
9,58.0,116.0,3.0,3.0,1.65
9,65.0,130.0,3.0,4.0,1.29
9,60.0,121.0,3.0,3.0,1.07
9,63.5,127.0,3.0,3.0,1.05
9,5850.0,5850.0,1.0,1.0,500.0
9,798.0,823.0,5.0,5.0,85.0
9,53.0,53.0,3.0,3.0,2.5
9,85.0,85.0,5.0,6.0,2.6
9,60.0,180.0,4.0,3.0,1.045
9,70.0,210.0,4.0,3.0,1.039
9,59.0,177.0,4.0,3.0,0.915
9,60.0,180.0,4.0,3.0,0.928
9,40.0,80.0,4.0,2.0,3.8
9,65.0,130.0,3.0,3.0,4.1
9,70.0,280.0,4.0,5.0,5.8
9,50.0,90.0,2.0,2.0,4.6
9,60.0,60.0,3.0,4.0,1.98
9,152.0,152.0,2.0,1.0,5.999
9,213.0,213.0,7.0,8.0,19.8
9,102.0,102.0,3.0,3.0,6.89
9,95.0,95.0,3.0,1.0,6.99
9,60.0,60.0,4.0,5.0,8.49
9,350.0,350.0,26.0,26.0,25.99
9,137.0,137.0,4.0,5.0,14.5
9,121.0,121.0,3.0,4.0,6.1
9,87.0,87.0,4.0,1.0,5.99
9,80.0,80.0,3.0,1.0,6.2
9,157.0,157.0,3.0,1.0,6.99
9,60.0,60.0,4.0,5.0,6.2
9,250.0,250.0,2.0,1.0,26.99
9,92.0,92.0,2.0,1.0,4.5
9,81.0,81.0,2.0,2.0,5.49
9,100.0,100.0,2.0,1.0,7.99
9,160.0,60.0,10.0,10.0,10.5
9,84.0,84.0,2.0,1.0,3.99
9,300.0,300.0,5.0,5.0,37.89
9,90.0,90.0,4.0,5.0,8.5
9,160.0,160.0,10.0,10.0,10.499
9,66.0,66.0,3.0,4.0,8.79
9,100.0,100.0,5.0,5.0,6.3
9,95.0,95.0,3.0,1.0,9.79
9,197.0,197.0,3.0,1.0,21.999
9,84.0,84.0,2.0,1.0,3.99
9,113.0,113.0,10.0,10.0,11.99
9,230.0,230.0,3.0,1.0,21.5
9,130.0,130.0,3.0,3.0,7.15
9,280.0,280.0,4.0,4.0,29.9
9,200.0,200.0,3.0,2.0,8.99
9,205.0,205.0,2.0,1.0,19.99
9,184.0,184.0,10.0,10.0,6.55
9,192.0,192.0,2.0,1.0,18.5
9,140.0,140.0,2.0,1.0,10.5
9,206.0,206.0,3.0,1.0,7.89
9,280.0,280.0,2.0,1.0,16.9
9,152.0,152.0,2.0,1.0,8.7
9,100.0,100.0,4.0,5.0,12.59
9,67.0,67.0,4.0,4.0,6.49
9,100.0,100.0,4.0,5.0,15.99
9,70.0,70.0,4.0,4.0,15.99
9,57.0,228.0,4.0,5.0,6.199
9,92.0,92.0,2.0,1.0,4.5
9,110.0,110.0,2.0,1.0,6.99
9,83.0,83.0,3.0,2.0,7.35
9,55.0,55.0,3.0,3.0,3.5
9,168.0,168.0,3.0,1.0,5.5
9,161.0,162.0,2.0,1.0,7.7
9,83.0,83.0,3.0,1.0,5.99
9,59.0,59.0,2.0,2.0,5.149
9,55.0,55.0,6.0,6.0,3.8
9,70.0,140.0,3.0,3.0,1.15
9,67.0,52.0,2.0,2.0,4.2
9,70.4,70.0,2.0,1.0,4.8
9,90.0,180.0,4.0,2.0,8.6
9,77.0,77.0,2.0,1.0,5.9
9,81.0,81.0,1.0,1.0,9.7
9,100.0,180.0,3.0,2.0,9.7
9,130.0,163.0,3.0,3.0,23.0
9,77.0,76.0,4.0,4.0,7.4
9,100.0,207.0,4.0,5.0,15.2
9,68.0,68.0,2.0,2.0,4.5
9,230.0,335.0,5.0,4.0,31.0
9,60.0,48.0,2.0,1.0,4.0
9,110.0,109.0,3.0,2.0,5.699
9,80.0,80.0,3.0,2.0,5.8
9,65.0,165.0,2.0,2.0,6.2
9,67.0,122.0,3.0,3.0,1.53
9,62.0,122.0,3.0,3.0,1.38
9,130.0,130.0,5.0,4.0,8.3
9,70.0,175.0,4.0,4.0,7.2
9,50.8,144.4,4.0,4.0,5.27
9,56.0,138.0,4.0,4.0,5.59
9,28.0,56.0,1.0,1.0,2.1
9,202.0,600.0,11.0,12.0,17.5
9,263.0,1200.0,12.0,12.0,33.9
9,116.0,400.0,4.0,5.0,20.0
9,410.0,410.0,1.0,1.0,13.5
9,75.0,157.5,3.0,3.0,7.7
9,52.5,105.0,3.0,3.0,3.99
9,54.0,90.0,2.0,2.0,4.5
9,105.0,180.0,4.0,4.0,6.0
9,64.0,64.0,3.0,3.0,1.31
9,90.0,256.0,4.0,5.0,9.495
9,52.8,123.0,3.0,3.0,4.5
9,53.2,122.2,4.0,3.0,4.8
9,55.2,131.4,4.0,3.0,5.3
9,50.6,77.3,2.0,2.0,3.1
9,50.1,130.0,3.0,4.0,3.99
9,62.4,141.0,4.0,5.0,5.3
9,85.0,85.0,3.0,2.0,4.89
9,80.0,80.0,5.0,4.0,6.08
9,68.0,68.0,4.0,3.0,5.4
9,85.0,85.0,3.0,2.0,4.89
9,70.0,70.0,3.0,3.0,6.99
9,98.0,98.0,2.0,2.0,9.2
9,70.0,70.0,3.0,3.0,5.5
9,70.0,70.0,3.0,3.0,5.5
9,83.0,83.0,4.0,3.0,4.2
9,60.0,60.0,2.0,2.0,4.3
9,70.0,70.0,3.0,3.0,4.3
9,80.0,80.0,4.0,3.0,4.5
9,80.0,80.0,3.0,3.0,4.759
9,68.0,68.0,3.0,3.0,5.1
9,90.0,90.0,4.0,4.0,6.8
9,132.0,132.0,2.0,2.0,3.7
9,220.0,220.0,3.0,2.0,16.0
9,86.0,86.0,5.0,5.0,8.8
9,149.0,510.0,16.0,16.0,26.8
9,560.0,1025.0,4.0,5.0,190.0
9,57.0,70.0,3.0,2.0,4.15
9,50.0,58.0,2.0,1.0,4.15
9,96.0,105.0,3.0,2.0,4.4
9,74.0,90.0,4.0,2.0,5.5
9,60.0,77.0,2.0,2.0,5.999
9,152.0,185.0,9.0,9.0,6.3
9,203.0,270.0,1.0,1.0,16.4
9,58.0,209.6,6.0,3.0,10.2
9,110.0,110.0,3.0,2.0,5.75
9,100.0,217.0,5.0,5.0,24.0
9,76.0,150.0,5.0,2.0,6.2
9,88.0,90.0,2.0,2.0,4.9
9,72.0,72.0,4.0,5.0,2.45
9,65.0,65.0,2.0,2.0,1.75
9,80.0,80.0,3.0,3.0,4.5
9,90.0,90.0,4.0,4.0,4.8
9,96.0,96.0,3.0,3.0,4.6
9,83.0,160.0,4.0,2.0,5.5
9,60.0,60.0,2.0,2.0,2.5
9,125.0,112.0,2.0,2.0,7.5
9,75.0,75.0,2.0,2.0,5.5
9,90.0,160.0,4.0,2.0,5.7
9,55.0,55.0,4.0,3.0,5.5
9,72.0,155.0,3.0,3.0,6.999
9,149.0,300.0,3.0,2.0,10.499
9,92.0,92.0,2.0,1.0,5.0
9,72.0,72.0,4.0,2.0,3.5
9,125.0,125.0,3.0,3.0,7.5
9,88.0,88.0,5.0,4.0,4.3
9,196.0,196.0,7.0,7.0,12.8
9,99.0,170.0,3.0,2.0,22.5
9,100.0,170.0,3.0,2.0,22.5
9,88.0,155.0,3.0,2.0,9.0
9,200.0,198.0,12.0,12.0,12.5
9,88.0,88.0,2.0,2.0,7.9
9,93.0,90.0,2.0,2.0,5.199
9,82.0,135.0,3.0,2.0,5.8
9,127.0,152.0,3.0,3.0,6.7
9,78.0,174.0,4.0,4.0,8.1
9,154.0,199.0,2.0,2.0,13.999
9,44.0,44.0,2.0,1.0,2.749
9,200.0,500.0,28.0,28.0,15.5
9,68.0,68.0,1.0,1.0,8.7
9,70.0,70.0,2.0,1.0,5.5
9,144.0,144.0,2.0,2.0,14.4
9,119.0,290.0,3.0,4.0,13.9
9,81.0,115.0,5.0,5.0,4.8
9,96.0,95.0,2.0,1.0,3.5
9,330.0,330.0,2.0,1.0,16.499
9,372.0,369.0,12.0,12.0,17.5
9,450.0,428.0,1.0,1.0,3.15
9,150.0,150.0,3.0,3.0,18.5
9,137.0,113.0,1.0,1.0,12.0
9,56.0,57.0,2.0,1.0,5.5
9,64.0,64.0,3.0,1.0,11.0
9,100.0,200.0,4.0,3.0,16.0
9,67.0,150.0,3.0,3.0,5.1
1,53.0,53.0,1.0,1.0,6.02
1,50.0,50.0,1.0,1.0,7.235
1,105.0,105.0,3.0,2.0,12.45
1,121.0,121.0,3.0,2.0,10.39
1,78.0,78.0,2.0,2.0,4.14
1,72.0,72.0,2.0,2.0,3.135
1,69.0,69.0,2.0,2.0,5.18
1,121.0,121.0,3.0,2.0,11.26
1,139.0,139.0,2.0,2.0,43.0
1,135.0,135.0,2.0,2.0,43.0
1,139.0,139.0,2.0,2.0,43.0
1,139.0,139.0,2.0,2.0,43.0
1,32.0,32.0,1.0,2.0,1.99
1,108.0,108.0,3.0,2.0,1.965
1,121.0,121.0,3.0,2.0,11.0
1,80.0,80.0,2.0,2.0,5.1
1,149.0,149.0,4.0,4.0,69.0
1,166.0,166.0,13.0,13.0,52.0
1,80.0,80.0,2.0,2.0,5.1
1,90.0,90.0,2.0,2.0,24.6
1,54.0,54.0,1.0,1.0,20.0
1,165.0,165.0,3.0,2.0,55.0
1,88.0,88.0,2.0,2.0,35.0
1,157.0,157.0,4.0,2.0,30.0
1,100.0,100.0,3.0,2.0,15.0
1,50.0,50.0,1.0,1.0,5.6
1,50.0,50.0,1.0,1.0,6.0
1,72.0,72.0,2.0,2.0,8.0
1,121.0,121.0,3.0,2.0,16.5
1,80.0,80.0,2.0,2.0,11.0
